t_mono,t_wall,chirality,thumbKnuckle_px,thumbKnuckle_py,thumbKnuckle_pz,thumbKnuckle_qx,thumbKnuckle_qy,thumbKnuckle_qz,thumbKnuckle_qw,thumbIntermediateBase_px,thumbIntermediateBase_py,thumbIntermediateBase_pz,thumbIntermediateBase_qx,thumbIntermediateBase_qy,thumbIntermediateBase_qz,thumbIntermediateBase_qw,thumbIntermediateTip_px,thumbIntermediateTip_py,thumbIntermediateTip_pz,thumbIntermediateTip_qx,thumbIntermediateTip_qy,thumbIntermediateTip_qz,thumbIntermediateTip_qw,thumbTip_px,thumbTip_py,thumbTip_pz,thumbTip_qx,thumbTip_qy,thumbTip_qz,thumbTip_qw,indexFingerMetacarpal_px,indexFingerMetacarpal_py,indexFingerMetacarpal_pz,indexFingerMetacarpal_qx,indexFingerMetacarpal_qy,indexFingerMetacarpal_qz,indexFingerMetacarpal_qw,indexFingerKnuckle_px,indexFingerKnuckle_py,indexFingerKnuckle_pz,indexFingerKnuckle_qx,indexFingerKnuckle_qy,indexFingerKnuckle_qz,indexFingerKnuckle_qw,indexFingerIntermediateBase_px,indexFingerIntermediateBase_py,indexFingerIntermediateBase_pz,indexFingerIntermediateBase_qx,indexFingerIntermediateBase_qy,indexFingerIntermediateBase_qz,indexFingerIntermediateBase_qw,indexFingerIntermediateTip_px,indexFingerIntermediateTip_py,indexFingerIntermediateTip_pz,indexFingerIntermediateTip_qx,indexFingerIntermediateTip_qy,indexFingerIntermediateTip_qz,indexFingerIntermediateTip_qw,indexFingerTip_px,indexFingerTip_py,indexFingerTip_pz,indexFingerTip_qx,indexFingerTip_qy,indexFingerTip_qz,indexFingerTip_qw,middleFingerMetacarpal_px,middleFingerMetacarpal_py,middleFingerMetacarpal_pz,middleFingerMetacarpal_qx,middleFingerMetacarpal_qy,middleFingerMetacarpal_qz,middleFingerMetacarpal_qw,middleFingerKnuckle_px,middleFingerKnuckle_py,middleFingerKnuckle_pz,middleFingerKnuckle_qx,middleFingerKnuckle_qy,middleFingerKnuckle_qz,middleFingerKnuckle_qw,middleFingerIntermediateBase_px,middleFingerIntermediateBase_py,middleFingerIntermediateBase_pz,middleFingerIntermediateBase_qx,middleFingerIntermediateBase_qy,middleFingerIntermediateBase_qz,middleFingerIntermediateBase_qw,middleFingerIntermediateTip_px,middleFingerIntermediateTip_py,middleFingerIntermediateTip_pz,middleFingerIntermediateTip_qx,middleFingerIntermediateTip_qy,middleFingerIntermediateTip_qz,middleFingerIntermediateTip_qw,middleFingerTip_px,middleFingerTip_py,middleFingerTip_pz,middleFingerTip_qx,middleFingerTip_qy,middleFingerTip_qz,middleFingerTip_qw,ringFingerMetacarpal_px,ringFingerMetacarpal_py,ringFingerMetacarpal_pz,ringFingerMetacarpal_qx,ringFingerMetacarpal_qy,ringFingerMetacarpal_qz,ringFingerMetacarpal_qw,ringFingerKnuckle_px,ringFingerKnuckle_py,ringFingerKnuckle_pz,ringFingerKnuckle_qx,ringFingerKnuckle_qy,ringFingerKnuckle_qz,ringFingerKnuckle_qw,ringFingerIntermediateBase_px,ringFingerIntermediateBase_py,ringFingerIntermediateBase_pz,ringFingerIntermediateBase_qx,ringFingerIntermediateBase_qy,ringFingerIntermediateBase_qz,ringFingerIntermediateBase_qw,ringFingerIntermediateTip_px,ringFingerIntermediateTip_py,ringFingerIntermediateTip_pz,ringFingerIntermediateTip_qx,ringFingerIntermediateTip_qy,ringFingerIntermediateTip_qz,ringFingerIntermediateTip_qw,ringFingerTip_px,ringFingerTip_py,ringFingerTip_pz,ringFingerTip_qx,ringFingerTip_qy,ringFingerTip_qz,ringFingerTip_qw,littleFingerMetacarpal_px,littleFingerMetacarpal_py,littleFingerMetacarpal_pz,littleFingerMetacarpal_qx,littleFingerMetacarpal_qy,littleFingerMetacarpal_qz,littleFingerMetacarpal_qw,littleFingerKnuckle_px,littleFingerKnuckle_py,littleFingerKnuckle_pz,littleFingerKnuckle_qx,littleFingerKnuckle_qy,littleFingerKnuckle_qz,littleFingerKnuckle_qw,littleFingerIntermediateBase_px,littleFingerIntermediateBase_py,littleFingerIntermediateBase_pz,littleFingerIntermediateBase_qx,littleFingerIntermediateBase_qy,littleFingerIntermediateBase_qz,littleFingerIntermediateBase_qw,littleFingerIntermediateTip_px,littleFingerIntermediateTip_py,littleFingerIntermediateTip_pz,littleFingerIntermediateTip_qx,littleFingerIntermediateTip_qy,littleFingerIntermediateTip_qz,littleFingerIntermediateTip_qw,littleFingerTip_px,littleFingerTip_py,littleFingerTip_pz,littleFingerTip_qx,littleFingerTip_qy,littleFingerTip_qz,littleFingerTip_qw,forearmWrist_px,forearmWrist_py,forearmWrist_pz,forearmWrist_qx,forearmWrist_qy,forearmWrist_qz,forearmWrist_qw,forearmArm_px,forearmArm_py,forearmArm_pz,forearmArm_qx,forearmArm_qy,forearmArm_qz,forearmArm_qw
0.3332533749999129,1760562009.9724164,right,-0.020203546,-0.009588882,0.017057776,0.6901756,0.34362614,0.13993917,0.62128544,-0.0530529,0.0017415583,-0.0011003315,-0.005642058,-0.029302461,0.18898837,0.9815257,-0.031225406,0.0004221201,-0.00028444827,0.0,0.0,-0.007443812,0.99997216,-0.028646111,0.0002117455,-0.00019462407,0.0,0.0,0.0,1.0,-0.0213326,0.00031145662,0.014492989,0.019101288,0.09437917,0.0034925782,0.9953469,-0.07011564,-0.00040594488,0.00046613812,0.01934211,-0.14085415,0.25447598,0.9565709,-0.04338532,2.0340085e-05,0.00036996603,0.0,0.0,0.25179198,0.96778125,-0.024043933,0.00025820732,0.00039440393,0.0,0.0,0.06782352,0.99769723,-0.021440953,0.0002487735,0.00040835142,1e-07,0.0,0.0,1.0,-0.02313532,0.00021522865,0.0031680763,0.020973403,0.0090639,-0.016909651,0.99959576,-0.06585937,-0.00055655837,0.00033190846,-0.038115762,-0.0474862,0.24482304,0.9676538,-0.049013793,-8.977763e-05,0.00030383468,-0.0019954287,-0.019527411,0.25838327,0.9658429,-0.028724387,0.00022812188,0.0004310012,1.7309281e-05,-0.0034317018,0.022749806,0.9997352,-0.022311777,0.00018541887,0.00035384297,0.0,0.0,0.0,1.0,-0.023420744,-0.0011951774,-0.008236021,-0.004089477,-0.054802287,-0.011060992,0.99842757,-0.064609535,-0.00063478947,0.0003143251,0.02417762,0.02570266,0.13170749,0.9906603,-0.041697018,-0.00027196854,4.6402216e-05,0.00048885617,0.008524273,0.2755771,0.961241,-0.026987173,0.00015870482,0.00022494793,1.0078368e-05,0.00050734275,0.032853328,0.99946,-0.021645382,0.00015254878,0.00018811226,-0.0193865,0.0,0.0,0.9998121,-0.022771843,-0.0026275776,-0.021398067,-0.013854205,-0.10450349,0.018835856,0.9942495,-0.05579216,-0.00053870305,0.0004284978,-0.0043755057,0.03739949,0.11611876,0.9925212,-0.03370633,-0.00020414032,8.657575e-05,0.0,0.0,0.30911833,0.9510235,-0.018970996,0.00013647042,0.0002476573,0.0,0.0,0.08013732,0.99678373,-0.019613601,0.00017212331,0.00033053756,0.0,0.0,0.0,1.0,1.4901161e-08,3.7252903e-09,2.9802322e-08,-0.13952477,0.9899471,-0.0032350144,-0.022952866,-0.23531348,-0.0055021048,-0.009786844,0.0,0.0,0.0,1.0
0.3429178750000119,1760562009.982081,right,-0.020225257,-0.00958943,0.017092586,0.6901756,0.34362614,0.13993917,0.62128544,-0.053054154,0.0017436743,-0.0010982752,-0.0056512556,-0.02930069,0.18929647,0.9814664,-0.03123068,0.0004155934,-0.0002836138,0.0,0.0,-0.0067466903,0.9999771,-0.028650492,0.00020718575,-0.00019520521,0.0,0.0,0.0,1.0,-0.021356001,0.0003100261,0.014527917,0.019101286,0.09437917,0.0034925786,0.9953469,-0.07012,-0.00041610748,0.00045460463,0.019117204,-0.14096755,0.25151697,0.9573411,-0.04339172,1.2472272e-05,0.00035765767,0.0,0.0,0.25179198,0.96778125,-0.02405028,0.0002571456,0.00038701296,0.0,0.0,0.06782352,0.99769723,-0.02144602,0.00024855323,0.0004031062,1e-07,0.0,0.0,1.0,-0.023160115,0.00021345913,0.0032046437,0.020973403,0.0090639,-0.01690965,0.99959576,-0.06586583,-0.0005667433,0.00031730533,-0.038247313,-0.047586035,0.24352796,0.96797043,-0.04902002,-9.265356e-05,0.0002950132,-0.0019954282,-0.019527411,0.25838324,0.9658429,-0.028728254,0.00022924878,0.00042438507,1.7309281e-05,-0.0034317018,0.022749806,0.9997352,-0.02231352,0.00018575042,0.0003503859,0.0,0.0,0.0,1.0,-0.023446105,-0.0011969246,-0.008199066,-0.0040894765,-0.054802287,-0.011060992,0.99842757,-0.064618744,-0.00064402446,0.00029814243,0.02417762,0.02570266,0.13170747,0.9906603,-0.0417035,-0.0002728477,4.3541193e-05,0.00048885593,0.008524273,0.27557707,0.96124095,-0.026988864,0.0001609195,0.00022113323,1.0105338e-05,0.00050734216,0.032906458,0.9994582,-0.021645494,0.0001542028,0.00018644333,-0.0193865,0.0,0.0,0.9998121,-0.022797495,-0.0026291944,-0.021361232,-0.013854204,-0.10450349,0.018835856,0.9942495,-0.055802695,-0.0005455315,0.0004131496,-0.0043755053,0.037399486,0.11611876,0.9925212,-0.033712544,-0.00020492822,8.4757805e-05,0.0,0.0,0.30911833,0.9510235,-0.018971361,0.00013789907,0.00024706125,0.0,0.0,0.08013732,0.99678373,-0.019612923,0.00017336011,0.0003298521,0.0,0.0,0.0,1.0,-1.4901161e-08,0.0,-2.9802322e-08,-0.13952474,0.9899472,-0.0032350142,-0.022952864,-0.23528743,-0.0055159703,-0.00979805,0.0,0.0,0.0,1.0
0.3569802083331979,1760562009.9961433,right,-0.020248622,-0.009591334,0.017131567,0.6901756,0.34362614,0.13993914,0.62128544,-0.053060696,0.0017481446,-0.001093477,-0.005651259,-0.029300686,0.18929657,0.98146635,-0.031232305,0.0004146695,-0.00028428435,0.0,0.0,-0.006746353,0.9999771,-0.02864734,0.00021007657,-0.00019840896,0.0,0.0,0.0,1.0,-0.021381192,0.00030876324,0.01456663,0.019101284,0.09437917,0.003492578,0.9953469,-0.07012568,-0.0004258603,0.0004480183,0.018865531,-0.14109273,0.24820592,0.9581914,-0.043390863,5.170703e-06,0.00035092235,0.0,0.0,0.25179195,0.9677813,-0.024051428,0.0002530124,0.00038522482,0.0,0.0,0.067823514,0.99769723,-0.02144812,0.00024494948,0.00040110946,1e-07,0.0,0.0,1.0,-0.023186952,0.00021151826,0.003244847,0.0209734,0.009063899,-0.01690965,0.99959576,-0.06587307,-0.00057557225,0.0003090799,-0.038418017,-0.04771552,0.241846,0.96837896,-0.049017612,-9.365566e-05,0.00029307604,-0.0019954282,-0.019527411,0.25838324,0.9658429,-0.028724678,0.00022650883,0.0004261732,1.7309281e-05,-0.0034317018,0.022749806,0.9997352,-0.022311822,0.00018374622,0.0003502369,0.0,0.0,0.0,1.0,-0.02347365,-0.0011991598,-0.008158594,-0.004089476,-0.054802287,-0.01106099,0.99842757,-0.06462781,-0.00065124035,0.00028908253,0.024177631,0.025702653,0.13170783,0.99066025,-0.04170299,-0.00027074292,4.416704e-05,0.00048885593,0.008524273,0.27557707,0.96124095,-0.026984572,0.00016098656,0.00022312999,1.0132331e-05,0.0005073416,0.032959636,0.9994564,-0.021641664,0.00015363283,0.00018885732,-0.0193865,0.0,0.0,0.9998121,-0.022825591,-0.0026315153,-0.021321177,-0.013854204,-0.1045035,0.018835856,0.9942495,-0.05581265,-0.00055104494,0.00040465593,-0.004375505,0.037399482,0.11611877,0.9925212,-0.033714022,-0.00020264648,8.711219e-05,0.0,0.0,0.3091183,0.95102346,-0.018968225,0.00013814121,0.00024995208,0.0,0.0,0.08013731,0.99678373,-0.019608937,0.00017239153,0.00033402443,0.0,0.0,0.0,1.0,0.0,-1.1175871e-08,0.0,-0.13952474,0.9899472,-0.003235014,-0.022952862,-0.23525181,-0.00555674,-0.009790868,0.0,0.0,0.0,1.0
0.3659380416665954,1760562010.005101,right,-0.02024846,-0.009591255,0.017131435,0.6901756,0.34362614,0.13993917,0.62128544,-0.053060435,0.0017481446,-0.001093477,-0.0056512593,-0.029300686,0.18929659,0.98146635,-0.031232078,0.0004146695,-0.00028428435,0.0,0.0,-0.006746353,0.9999771,-0.028647136,0.00021007657,-0.00019840896,0.0,0.0,0.0,1.0,-0.021381019,0.00030876324,0.014566513,0.019101286,0.09437917,0.0034925782,0.9953469,-0.070124745,-0.0004258603,0.0004480183,0.018554881,-0.14124496,0.24411845,0.95922446,-0.043390207,5.170703e-06,0.00035092235,0.0,0.0,0.25179198,0.96778125,-0.024051117,0.0002530124,0.00038522482,0.0,0.0,0.06782352,0.99769723,-0.021447774,0.00024494948,0.00040110946,1e-07,0.0,0.0,1.0,-0.023186766,0.00021151826,0.003244818,0.020973401,0.0090638995,-0.01690965,0.99959576,-0.06587256,-0.00057557225,0.0003090799,-0.03861549,-0.047865257,0.23989782,0.96884817,-0.04901672,-9.365566e-05,0.00029307604,-0.0019954275,-0.019527411,0.2583832,0.9658429,-0.028724357,0.00022650883,0.0004261732,1.7309281e-05,-0.0034317018,0.022749806,0.9997352,-0.02231154,0.00018374622,0.0003502369,0.0,0.0,0.0,1.0,-0.023473464,-0.0011991494,-0.008158534,-0.0040894765,-0.054802287,-0.011060991,0.99842757,-0.064626716,-0.00065124035,0.00028908253,0.024144135,0.02572379,0.13078906,0.9907822,-0.041702583,-0.00027074292,4.416704e-05,0.00048885593,0.008524273,0.27557707,0.96124095,-0.026984327,0.00016098656,0.00022312999,1.0132344e-05,0.0005073416,0.03295966,0.9994564,-0.021641476,0.00015363283,0.00018885732,-0.0193865,0.0,0.0,0.9998121,-0.02282541,-0.0026314943,-0.021321015,-0.013854204,-0.1045035,0.018835856,0.9942495,-0.055811897,-0.00055104494,0.00040465593,-0.004374212,0.037399635,0.11608446,0.9925252,-0.033713702,-0.00020264648,8.711219e-05,0.0,0.0,0.30911833,0.95102346,-0.018968007,0.00013814121,0.00024995208,0.0,0.0,0.080137305,0.99678373,-0.019608775,0.00017239153,0.00033402443,0.0,0.0,0.0,1.0,0.0,-1.1175871e-08,0.0,-0.13952474,0.9899472,-0.003235014,-0.022952862,-0.2352499,-0.00555674,-0.009790868,0.0,0.0,0.0,1.0
0.3762755833333813,1760562010.0154386,right,-0.02024846,-0.009591255,0.017131435,0.6901756,0.34362614,0.13993917,0.62128544,-0.053060435,0.0017481446,-0.001093477,-0.0056512593,-0.029300686,0.18929659,0.98146635,-0.031232078,0.0004146695,-0.00028428435,0.0,0.0,-0.006746354,0.9999771,-0.028647136,0.00021007657,-0.00019840896,0.0,0.0,0.0,1.0,-0.021381019,0.00030876324,0.014566513,0.019101286,0.09437918,0.0034925782,0.9953469,-0.070124745,-0.0004258603,0.0004480183,0.018084101,-0.1409618,0.23942506,0.9604574,-0.043390207,5.170703e-06,0.00035092235,0.0,0.0,0.25179198,0.96778125,-0.024051117,0.0002530124,0.00038522482,0.0,0.0,0.06782352,0.99769723,-0.021447774,0.00024494948,0.00040110946,1e-07,0.0,0.0,1.0,-0.023186766,0.00021151826,0.003244818,0.020973401,0.0090638995,-0.016909648,0.99959576,-0.06587256,-0.00057557225,0.0003090799,-0.03881428,-0.048015896,0.23793395,0.96931696,-0.04901672,-9.365566e-05,0.00029307604,-0.0019954282,-0.019527411,0.25838324,0.9658429,-0.028724357,0.00022650883,0.0004261732,1.7309274e-05,-0.0034317018,0.022749808,0.9997352,-0.02231154,0.00018374622,0.0003502369,0.0,0.0,0.0,1.0,-0.023473464,-0.0011991494,-0.008158534,-0.0040894765,-0.054802287,-0.011060991,0.99842757,-0.064626716,-0.00065124035,0.00028908253,0.024110602,0.02574491,0.1298699,0.9909034,-0.041702583,-0.00027074292,4.416704e-05,0.00048885593,0.008524273,0.27557707,0.96124095,-0.026984327,0.00016098656,0.00022312999,1.0132346e-05,0.0005073416,0.032959662,0.9994564,-0.021641476,0.00015363283,0.00018885732,-0.0193865,0.0,0.0,0.9998121,-0.02282541,-0.0026314943,-0.021321015,-0.013854204,-0.1045035,0.018835856,0.9942495,-0.055811897,-0.00055104494,0.00040465593,-0.004372919,0.037399784,0.11605012,0.9925292,-0.033713702,-0.00020264648,8.711219e-05,0.0,0.0,0.30911833,0.95102346,-0.018968007,0.00013814121,0.00024995208,0.0,0.0,0.08013731,0.99678373,-0.019608775,0.00017239153,0.00033402443,0.0,0.0,0.0,1.0,0.0,-1.1175871e-08,0.0,-0.13952474,0.9899472,-0.003235014,-0.022952862,-0.2352499,-0.00555674,-0.009790868,0.0,0.0,0.0,1.0
0.38939508333328376,1760562010.028558,right,-0.020889135,-0.010117084,0.01717342,0.6901756,0.34362614,0.13993917,0.62128544,-0.05301075,0.0,0.0,-0.0056512593,-0.029300686,0.18929659,0.98146635,-0.03151821,0.0,0.0,0.0,0.0,-0.006746354,0.9999771,-0.028974622,0.0,0.0,0.0,0.0,0.0,1.0,-0.022220578,0.0,0.015131033,0.019101286,0.09437918,0.0034925782,0.9953469,-0.070558295,0.0,0.0,0.018084101,-0.1409618,0.23942506,0.9604574,-0.043504354,0.0,0.0,0.0,0.0,0.25179198,0.96778125,-0.024368955,0.0,0.0,0.0,0.0,0.06782352,0.99769723,-0.021887938,0.0,0.0,1e-07,0.0,0.0,1.0,-0.023873836,0.0,0.0037438811,0.020973401,0.0090638995,-0.016909648,0.99959576,-0.06622914,0.0,0.0,-0.03881428,-0.048015896,0.23793395,0.96931696,-0.049112763,0.0,0.0,-0.0019954282,-0.019527411,0.25838324,0.9658429,-0.02905156,0.0,0.0,1.7309274e-05,-0.0034317018,0.022749808,0.9997352,-0.022667876,0.0,0.0,0.0,0.0,0.0,1.0,-0.023975167,-0.0013385533,-0.00777448,-0.0040894765,-0.054802287,-0.011060991,0.99842757,-0.064872496,0.0,0.0,0.024110602,0.02574491,0.1298699,0.9909034,-0.041812718,0.0,0.0,0.00048885593,0.008524273,0.27557707,0.96124095,-0.027129518,0.0,0.0,1.0132346e-05,0.0005073416,0.032959662,0.9994564,-0.021833517,0.0,0.0,-0.0193865,0.0,0.0,0.9998121,-0.023116726,-0.0026877255,-0.021050941,-0.013854204,-0.1045035,0.018835856,0.9942495,-0.055894632,0.0,0.0,-0.004372919,0.037399784,0.11605012,0.9925292,-0.033737287,0.0,0.0,0.0,0.0,0.30911833,0.95102346,-0.019076457,0.0,0.0,0.0,0.0,0.08013731,0.99678373,-0.019837301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.13952474,0.9899472,-0.003235014,-0.022952862,-0.23773274,0.0,0.0,0.0,0.0,0.0,1.0
0.42072095833327694,1760562010.059884,right,-0.021051165,-0.010195558,0.017306628,0.7002683,0.35388115,0.10304191,0.61137104,-0.05398543,0.0,0.0,-0.0051131533,-0.029399365,0.17127201,0.98477167,-0.03200376,0.0,0.0,0.0,0.0,-0.06451849,0.9979164,-0.029519044,0.0,0.0,0.0,0.0,0.0,1.0,-0.022392934,0.0,0.015248399,0.014781657,0.08849173,0.0006097092,0.995967,-0.070783064,0.0,0.0,0.010766394,-0.13120055,0.17010377,0.9765936,-0.043594405,0.0,0.0,0.0,0.0,0.24070218,0.97059894,-0.024704441,0.0,0.0,0.0,0.0,0.04451475,0.99900866,-0.021917803,0.0,0.0,1e-07,0.0,0.0,1.0,-0.024059018,0.0,0.0037729212,0.014767308,-2.454268e-05,-0.01421468,0.9997898,-0.06674285,0.0,0.0,-0.04279594,-0.055805672,0.18998171,0.97926563,-0.04912296,0.0,0.0,-0.0013703099,-0.019581206,0.22738276,0.9736075,-0.029232413,0.0,0.0,2.52874e-05,-0.003431652,0.020425515,0.9997854,-0.022908775,0.0,0.0,0.0,0.0,0.0,1.0,-0.024161134,-0.001348936,-0.007834784,-0.0014214502,-0.062207416,-0.0035378046,0.9980559,-0.06468842,0.0,0.0,0.02415172,0.014402053,0.09829879,0.9947595,-0.042148143,0.0,0.0,0.0003936024,0.008529203,0.26482207,0.9642594,-0.027314046,0.0,0.0,1.532249e-05,0.0005072115,0.0431835,0.9990669,-0.022062518,0.0,0.0,-0.0193865,0.0,0.0,0.9998121,-0.023296034,-0.0027085734,-0.021214224,-0.0110715395,-0.108501434,0.011436623,0.9939687,-0.05669507,0.0,0.0,-0.0015002427,0.01743458,0.08571987,0.9961655,-0.034261487,0.0,0.0,0.0,0.0,0.28771597,0.95771563,-0.019696454,0.0,0.0,0.0,0.0,0.082641676,0.99657923,-0.020155406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.11229989,0.9936641,-0.00050607213,-0.0044778814,-0.24108888,0.0,0.0,0.0,0.0,0.0,1.0
0.43180129166671577,1760562010.0709643,right,-0.02031093,-0.009605534,0.017532438,0.7047979,0.35844722,0.08446086,0.6063345,-0.053213716,0.0020706058,-0.0014093667,-0.00484336,-0.029445013,0.1622349,0.98630077,-0.030968184,0.0007482767,-0.00047186017,0.0,0.0,-0.09334483,0.9956338,-0.028359892,0.00068470836,-0.0004440248,0.0,0.0,0.0,1.0,-0.021438502,0.0002399385,0.015009791,0.012604379,0.08555501,-0.00084964215,0.9962533,-0.06931505,-0.00019160658,0.0011298954,0.008062538,-0.12632151,0.13984104,0.98205,-0.042492416,-9.966642e-05,0.00034418702,0.0,0.0,0.2351433,0.9719606,-0.023924679,0.0001440905,0.00033000112,0.0,0.0,0.032845892,0.9994603,-0.021163449,0.00014819577,0.00029307604,1e-07,0.0,0.0,1.0,-0.023232967,0.00015962124,0.0037550628,0.011679564,-0.004582709,-0.012907424,0.9998378,-0.06546608,-0.00033815205,0.0009076297,-0.04469765,-0.059536017,0.16782449,0.9830017,-0.047913387,-0.00014777482,0.00035139918,-0.0010570013,-0.019600619,0.21178424,0.97711915,-0.028463334,0.00012668781,0.00037288666,2.9277664e-05,-0.0034316205,0.019262966,0.9998085,-0.022105783,0.00011195429,0.00027874112,0.0,0.0,0.0,1.0,-0.023511484,-0.0012283772,-0.0076031685,-4.7260364e-05,-0.06589064,0.00024613508,0.9978268,-0.06353493,-0.00039836764,0.00085401535,0.023928693,0.008673467,0.08339921,0.99619114,-0.04123994,-0.00020619482,0.00016310811,0.00034593925,0.008531269,0.25943008,0.96572405,-0.026652612,0.00012778863,0.00028720498,1.7917815e-05,0.0005071264,0.0482954,0.9988329,-0.021444798,0.00013530813,0.0002476871,-0.0193865,0.0,0.0,0.9998121,-0.022857234,-0.0026379302,-0.020727038,-0.00970326,-0.11050899,0.0077384748,0.99379754,-0.05537896,-0.00037590414,0.0007991195,-0.0005228701,0.0073950486,0.0705274,0.9974822,-0.03353019,-0.00019212812,0.00016629696,0.0,0.0,0.27695608,0.9608825,-0.0189967,8.15494e-05,0.00026091933,0.0,0.0,0.083894074,0.9964746,-0.019564644,0.00012352318,0.00032252073,0.0,0.0,0.0,1.0,-1.4901161e-08,-7.450581e-09,0.0,-0.09863014,0.99511236,0.0004768049,0.004810643,-0.23539338,-0.0053371117,-0.00984475,0.0,0.0,0.0,1.0
0.4428779583333835,1760562010.082041,right,-0.020227991,-0.00949572,0.01750189,0.7047983,0.35844752,0.08446001,0.60633415,-0.05244115,0.002007395,-0.001487881,-0.004843348,-0.029445017,0.16223451,0.9863008,-0.030747894,0.00058314204,-0.0004259497,0.0,0.0,-0.093346246,0.9956336,-0.028152563,0.00047531724,-0.00037777424,0.0,0.0,0.0,1.0,-0.021362424,0.00023591518,0.015014112,0.012603617,0.086052656,-0.00085608725,0.99621046,-0.06874155,-0.00013518333,0.0010704994,0.008062414,-0.12632126,0.13983956,0.9820502,-0.042151354,-0.00017155707,0.00020492077,0.0,0.0,0.23620525,0.9717031,-0.023774743,0.00014974177,0.0002606213,0.0,0.0,0.03534628,0.999375,-0.021043897,0.00015759468,0.00022438169,1e-07,0.0,0.0,1.0,-0.02313013,0.00015477091,0.0038309097,0.011866187,-0.0040248157,-0.0129131805,0.99983805,-0.06500538,-0.00033022463,0.00080406666,-0.04469774,-0.05953619,0.16782343,0.9830018,-0.047695123,-0.00021472573,0.00021141768,-0.0012954458,-0.019586302,0.22365923,0.9744696,-0.0283653,0.00014663141,0.00030827522,2.9277855e-05,-0.0034316205,0.01926291,0.9998085,-0.021999225,0.00012945151,0.00021749735,0.0,0.0,0.0,1.0,-0.023391418,-0.0012233779,-0.0074611604,-4.719999e-05,-0.065890774,0.00024629995,0.99782664,-0.06340323,-0.00041787326,0.0007195771,0.024210447,0.008571106,0.08847088,0.99574757,-0.041134678,-0.00030361116,7.471442e-05,0.0003530333,0.008530976,0.26023299,0.965508,-0.026549533,0.00012799725,0.00022915006,1.7917924e-05,0.00050712633,0.048295617,0.9988328,-0.021356612,0.00014286861,0.00018951297,-0.0193865,0.0,0.0,0.9998121,-0.022725422,-0.0026257709,-0.02050963,-0.009765537,-0.11051375,0.008333337,0.99379164,-0.055189393,-0.00039891154,0.00066691637,-0.0008458825,0.011153979,0.075614944,0.99707425,-0.033525944,-0.00025701523,9.6559525e-05,0.0,0.0,0.27837887,0.9604713,-0.018845439,8.57627e-05,0.00021669269,0.0,0.0,0.08389412,0.9964746,-0.019468173,0.00013962016,0.000264287,0.0,0.0,0.0,1.0,-1.4901161e-08,0.0,-2.9802322e-08,-0.103526026,0.9946149,0.000500515,0.004808642,-0.23425153,-0.004446611,-0.0103550255,0.0,0.0,0.0,1.0
0.45416416666671466,1760562010.0933273,right,-0.02036558,-0.009537891,0.017729044,0.7039803,0.35833326,0.08494327,0.6072838,-0.05242359,0.0020327866,-0.0014826059,-0.0048433486,-0.029445017,0.16223453,0.9863008,-0.030749645,0.00058057904,-0.00041285157,0.0,0.0,-0.09156284,0.9957992,-0.028147105,0.000505507,-0.00040575862,0.0,0.0,0.0,1.0,-0.021506507,0.00021998584,0.015245467,0.012602385,0.08696663,-0.00086780504,0.99613106,-0.06869346,-0.00013530254,0.0011336207,0.00806242,-0.12632126,0.13983963,0.98205024,-0.04217246,-0.00012654066,0.00026732683,0.0,0.0,0.23655894,0.97161704,-0.02381447,0.00016061217,0.0002619028,0.0,0.0,0.036946606,0.99931717,-0.021058306,0.0001648739,0.00023040175,1e-07,0.0,0.0,1.0,-0.02327156,0.00012973696,0.0040056407,0.0119408555,-0.0028794329,-0.012926562,0.99984086,-0.06522116,-0.00034485757,0.00084400177,-0.044697683,-0.059536148,0.16782406,0.9830017,-0.047614783,-0.00016967207,0.00028666854,-0.0013857783,-0.01958012,0.22815186,0.9734276,-0.028318077,0.00015853858,0.00032141805,2.9175551e-05,-0.0034316212,0.019292716,0.9998079,-0.021973029,0.00013749441,0.00023275614,0.0,0.0,0.0,1.0,-0.02352478,-0.0012612343,-0.0073488057,-4.719999e-05,-0.065890774,0.00024629995,0.99782664,-0.063370876,-0.00044065714,0.0007459223,0.024304152,0.008537056,0.090159655,0.9955941,-0.041124716,-0.0002360791,0.00016719103,0.0003553962,0.008530879,0.26050046,0.9654358,-0.026543796,0.0001459457,0.00023946166,1.7917926e-05,0.00050712633,0.04829562,0.9988328,-0.021355286,0.00014995411,0.00019660592,-0.0193865,0.0,0.0,0.9998121,-0.022846453,-0.0026773214,-0.02046907,-0.009958313,-0.11052784,0.010173671,0.99377096,-0.055195484,-0.0004274249,0.00068184733,-0.0012985439,0.015979331,0.08098654,0.9965862,-0.033493012,-0.00021123886,0.0001732707,0.0,0.0,0.27885574,0.96033293,-0.018805593,9.488128e-05,0.000243783,0.0,0.0,0.08389524,0.99647444,-0.01943256,0.0001433324,0.00028255582,0.0,0.0,0.0,1.0,-1.4901161e-08,0.0,0.0,-0.10682752,0.9942657,0.00051647663,0.0048069535,-0.23409179,-0.0042278767,-0.0102624595,0.0,0.0,0.0,1.0
