frame,t_mono,t_wall,timestamp,head_x,head_y,head_z,neck_x,neck_y,neck_z,upper_spine_x,upper_spine_y,upper_spine_z,mid_spine_x,mid_spine_y,mid_spine_z,lower_spine_x,lower_spine_y,lower_spine_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
10,0.3075981666697771,1758062456.678945,0.16666666666666666,0.0005074926,1.1248361,-0.10118323,0.003876216697445493,1.0377046256610354,-0.10846388089628875,0.010613664892336477,0.8634416769831059,-0.12302518268886625,0.017351113087227463,0.6891787283051765,-0.13758648448144375,0.024088561282118448,0.514915779627247,-0.15214778627402126,-0.20797259939704246,0.855117925317562,-0.12454923066191556,0.22919992918171542,0.8717654286486498,-0.12150113471581694,-0.2780462220368196,0.565270285876691,-0.023045372012635762,0.35193652859005164,0.5816827200102324,-0.11793051646730611,-0.12100659,0.641268,-0.26505926,0.23712768,0.88686657,-0.2260237
11,0.3249720416715718,1758062456.696319,0.18333333333333332,0.0005440712,1.1247002,-0.10133444,0.003915003530819741,1.0375593117991275,-0.10850050019958714,0.010656868192459222,0.863277535397383,-0.12283262059876143,0.017398732854098705,0.6889957589956384,-0.1371647409979357,0.024140597515738188,0.5147139825938938,-0.15149686139711,-0.20792900772625275,0.8549500056172883,-0.12439133693315237,0.2292427441111712,0.8716050651774776,-0.1212739042643705,-0.27764620130970996,0.5626627615355313,-0.029878481374036953,0.35156064888743555,0.5813396058564702,-0.11822541343950549,-0.120766126,0.6409357,-0.26535738,0.23702532,0.88637364,-0.22629237
12,0.342326125006366,1758062456.713673,0.2,0.00058420387,1.1245446,-0.10149742,0.00394963187606949,1.0373928614271664,-0.10853292695177356,0.010680487888208471,0.8630893842814994,-0.12260394085532067,0.017411343900347452,0.6887859071358324,-0.1366749547588678,0.024142199912486433,0.5144824299901655,-0.1507459686624149,-0.2079058071804902,0.854775457701729,-0.12417643345179788,0.22926678295690714,0.8714033108612698,-0.12103144825884346,-0.2811174925048182,0.562568496688039,-0.032088752043721386,0.3522842188793904,0.5814227601527454,-0.11930209293425559,-0.12142917,0.6413912,-0.26506105,0.23688471,0.88608164,-0.22680189
13,0.3597077500016894,1758062456.7310548,0.21666666666666667,0.00063081447,1.1243678,-0.10167518,0.003983296636142377,1.037203620084482,-0.10856115146239517,0.010688260968427132,0.8628752602534462,-0.1223330943871855,0.017393225300711888,0.6885469004224103,-0.13610503731197582,0.024098189632996644,0.5142185405913744,-0.14987698023676616,-0.2078991845597975,0.8545926746914211,-0.12391104681142681,0.22927570649665174,0.8711578458154713,-0.12075514196294418,-0.2847530578334185,0.5624495685019713,-0.03463121891720407,0.3540992553187395,0.5819449987623455,-0.12065141691691318,-0.122138746,0.6418885,-0.2647615,0.23687398,0.8856456,-0.2274459
14,0.3770701666726381,1758062456.7484171,0.23333333333333334,0.00069210306,1.124171,-0.10187034,0.004022029832831217,1.0369929051446813,-0.10858907240162434,0.010681883378493653,0.8626367154340439,-0.122026537204873,0.01734173692415609,0.6882805257234064,-0.13546400200812167,0.024001590469818524,0.5139243360127689,-0.14890146681137034,-0.20790762147337444,0.8544090639684502,-0.12360660681594775,0.22927138823036175,0.8708643668996375,-0.12044646759379825,-0.2837509850064014,0.5607242738374298,-0.0386240894744634,0.35390783822760663,0.5815710436331712,-0.12008807461380624,-0.12161441,0.64244664,-0.26469782,0.23650096,0.8855335,-0.22759844
15,0.3944350833335193,1758062456.765782,0.25,0.0007696487,1.1239517,-0.10207667,0.004067584373178438,1.036758416913993,-0.10861157665419124,0.010663455719535314,0.8623718507419786,-0.12168138996257373,0.01725932706589219,0.6879852845699643,-0.13475120327095622,0.023855198412249066,0.51359871839795,-0.14782101657933872,-0.20792882925969422,0.8542248752557513,-0.12329453533299473,0.22925574069876484,0.870518826228206,-0.12006824459215273,-0.2850943484809856,0.5609058523786206,-0.03823906248313173,0.35324957479624486,0.5809529210274581,-0.11861371680688532,-0.12162252,0.6438941,-0.26405597,0.23607899,0.8853667,-0.22752385
16,0.4118266250006854,1758062456.7831736,0.26666666666666666,0.00086884946,1.1237223,-0.10228728,0.004128049943109011,1.0365127280382,-0.10862117062508557,0.010646450909327034,0.8620935841146002,-0.12128895187525672,0.017164851875545055,0.6876744401910004,-0.13395673312542786,0.023683252841763078,0.5132552962674006,-0.146624514375599,-0.20794903256860367,0.8540460702544976,-0.1229666359102192,0.22924193438725773,0.8701410979747028,-0.11961126784029424,-0.28587718801146006,0.5612024340660828,-0.03697357029896582,0.3521103709506303,0.5801112125980152,-0.11629270115301162,-0.121427834,0.6456765,-0.26328835,0.23556285,0.88524544,-0.2272554
17,0.4291575833340175,1758062456.8005044,0.2833333333333333,0.000987228,1.1234845,-0.102500014,0.004208238189697254,1.0362578694417468,-0.10861475150964685,0.010650258569091763,0.8618046083252404,-0.12084422652894056,0.01709227894848627,0.687351347208734,-0.13307370154823425,0.02353429932788078,0.5128980860922276,-0.14530317656752795,-0.20794803474475881,0.8538577842629141,-0.12263214363948653,0.22924855188294235,0.8697514323875667,-0.11905630941839458,-0.2850524458551984,0.5603262694456119,-0.038257031216615264,0.3521384492773689,0.5797214688606138,-0.11667023001030809,-0.121266045,0.6461836,-0.26314858,0.23549746,0.8847986,-0.22762656
18,0.4464763333380688,1758062456.8178232,0.3,0.0011427309,1.1232102,-0.10272261,0.004332313718372289,1.0359654581753348,-0.10859045333399299,0.010711479355116866,0.8614759745260047,-0.12032614000197894,0.017090644991861442,0.6869864908766745,-0.1320618266699649,0.02346981062860602,0.5124970072273444,-0.14379751333795088,-0.2078886986572839,0.853613699310443,-0.12225209466953184,0.22931165736751766,0.8693382497415664,-0.11840018533442605,-0.2854457396931209,0.5602004572586405,-0.037880447924811614,0.35250426274291186,0.5794270885211548,-0.11808304080119478,-0.121585734,0.6466323,-0.26291206,0.23559316,0.88424385,-0.22822896
19,0.4637803750010789,1758062456.8351274,0.31666666666666665,0.0013017283,1.1229873,-0.102971494,0.004463899345120674,1.0357210897995972,-0.10852660259844668,0.010788241435362021,0.8611886693987918,-0.11963681979534004,0.017112583525603367,0.6866562489979864,-0.1307470369922334,0.023436925615844713,0.512123828597181,-0.14185725418912676,-0.20781284598113473,0.8534025462966427,-0.12175893368562246,0.22938932885185878,0.8689747925009409,-0.11751470590505761,-0.2855065852309595,0.5599731280201156,-0.037569508154388837,0.3531653043938094,0.5793274804845954,-0.12050511061751266,-0.12200964,0.64674747,-0.26281062,0.23586144,0.88355905,-0.2290567
20,0.4812998333363794,1758062456.8526468,0.3333333333333333,0.0015284587,1.1226871,-0.10325274,0.004639630184335715,1.0353931906556961,-0.1083853809755124,0.010861973153007146,0.8608053719670883,-0.1186506629265372,0.017084316121678576,0.6862175532784804,-0.128915944877562,0.023306659090350006,0.5116297345898726,-0.1391812268285868,-0.2077408476829672,0.8531567546451932,-0.12107303276166215,0.22946479398898145,0.8684539892889833,-0.11622829309141225,-0.2866704565104961,0.559502273710745,-0.038840662751713634,0.3531570394758867,0.5788037549474245,-0.12151697461777712,-0.122097254,0.6464351,-0.26280862,0.23566495,0.8832616,-0.2294315
21,0.4987259583358536,1758062456.8700728,0.35,0.0018482581,1.1222295,-0.10357377,0.004870837804513416,1.0349010131518444,-0.10813988396499928,0.010915997213540248,0.860244039455533,-0.11727211189499787,0.01696115662256708,0.6855870657592216,-0.12640433982499644,0.02300631603159391,0.5109300920629102,-0.135536567754995,-0.20768932198334017,0.8528282371248436,-0.12015009636718771,0.22952131641042067,0.8676598417862224,-0.11439412742280802,-0.2881788652896582,0.5587028956284525,-0.04117720919714875,0.35305831211835415,0.5780066303410234,-0.12243326860460416,-0.12216003,0.64581776,-0.26285475,0.23534216,0.8830449,-0.22967021
22,0.5160177083380404,1758062456.8873646,0.36666666666666664,0.002288375,1.1216104,-0.10395052,0.005189883233550168,1.0342429014504688,-0.10779128127458197,0.010992899700650503,0.8595079043514067,-0.11547280382374589,0.01679591616775084,0.6847729072523445,-0.12315432637290981,0.022598932634851174,0.5100379101532824,-0.13083584892207373,-0.20761291682800775,0.8524039233477426,-0.11902145620714086,0.22959871622930877,0.8666118853550707,-0.11192415144035092,-0.2900598825205565,0.5576886030796206,-0.0443864922334775,0.35285626439072343,0.576952659465717,-0.12333071439405852,-0.122134335,0.64484364,-0.262994,0.23488025,0.88294137,-0.2297884
23,0.5334364583395654,1758062456.9047835,0.38333333333333336,0.002884725,1.1208109,-0.10439532,0.005651597888955518,1.0334043914279305,-0.10734433231891251,0.011185343666866554,0.8585913742837914,-0.11324235695673752,0.01671908944477759,0.6837783571396523,-0.11914038159456254,0.022252835222688623,0.5089653399955132,-0.12503840623238754,-0.20741358482091937,0.8518234624685332,-0.11774417144122512,0.22978427215465247,0.8653592860990496,-0.10874054247224993,-0.2920139215878478,0.5567317288627127,-0.04711378296407062,0.3528202219486401,0.5758404804655815,-0.12505054685181688,-0.122377835,0.64470416,-0.2631248,0.23442276,0.8827981,-0.2300853
24,0.550806791667128,1758062456.9221537,0.4,0.0036259815,1.1198528,-0.10489909,0.006271906243571988,1.0324143477387366,-0.1068397466945543,0.011563755730715965,0.8575374432162098,-0.11072106008366289,0.01685560521785994,0.682660538693683,-0.11460237347277148,0.022147454705003917,0.5077836341711562,-0.11848368686188007,-0.20701495622096525,0.8510503206592284,-0.11645049482669623,0.23014246768239718,0.8640245657731913,-0.10499162534062956,-0.29454697191824497,0.5559507624203219,-0.04952219770826147,0.3526873359651923,0.5746710454582415,-0.1269528534232823,-0.12298511,0.64501286,-0.2631314,0.2339619,0.8825539,-0.23036243
25,0.5681803750048857,1758062456.9395273,0.4166666666666667,0.0044837147,1.1187997,-0.10545509,0.007011917148174232,1.0313407293330816,-0.10634201855638735,0.012068322044522694,0.8564227879992445,-0.10811587566916203,0.01712472694087116,0.6815048466654074,-0.10988973278193671,0.02218113183721962,0.5065869053315704,-0.1116635898947114,-0.20647438741320423,0.8501781920021845,-0.11530278485942483,0.2306110315022496,0.8626673839963046,-0.10092896647889923,-0.2972686748764697,0.5552953484483396,-0.05185590990378511,0.35243128585457234,0.5735414365861483,-0.12905390494487481,-0.12376907,0.6456347,-0.26313728,0.23345463,0.8823003,-0.23065203
26,0.5859192500065546,1758062456.957266,0.43333333333333335,0.005444307,1.11769,-0.106065266,0.007829347014043999,1.0302227448135468,-0.10586314158468821,0.012599427042131999,0.8552882344406402,-0.10545889275406463,0.01736950707022,0.6803537240677335,-0.10505464392344105,0.022139587098308,0.5054192136948269,-0.10465039509281747,-0.20588979867042187,0.8493100671083014,-0.1143066191781387,0.23108865275468585,0.861266401772979,-0.09661116632999056,-0.29795537030444064,0.554550793462454,-0.05213024810782135,0.35158262914961586,0.5722854796634222,-0.13119769997024416,-0.12376923,0.64563483,-0.2631373,0.23284139,0.8821113,-0.23094507
27,0.6033041250047972,1758062456.974651,0.45,0.006445762,1.1165776,-0.106689446,0.00866483761607093,1.0291152764614109,-0.10539806509519432,0.013102988848212791,0.8541906293842323,-0.10281530328558297,0.01754114008035465,0.6792659823070537,-0.10023254147597162,0.021979291312496513,0.5043413352298751,-0.09764977966636026,-0.20531590376638942,0.8484924973076382,-0.1134115828141985,0.231521881462815,0.8598887614608264,-0.09221902375696744,-0.3007147762475121,0.554000701226584,-0.0551137512054222,0.3504291947372151,0.5710712815587953,-0.13309094752993744,-0.12363739,0.6459537,-0.26340175,0.23221129,0.881826,-0.23120506
28,0.6207117083395133,1758062456.9920588,0.4666666666666667,0.007501602,1.115454,-0.10731361,0.009516407728028902,1.0280098352961669,-0.10492433874557934,0.013546019184086707,0.8531215058885006,-0.10014579623673801,0.017575630640144512,0.6782331764808343,-0.09536725372789669,0.021605242096202317,0.503344847073168,-0.09058871121905536,-0.20478351661759442,0.8477508638294314,-0.1125929846942093,0.23187555498576784,0.8584921479475697,-0.08769860777926673,-0.30212582663342386,0.552895233434876,-0.059587023657628906,0.3489464887458971,0.5698959166604101,-0.13493854591830007,-0.122988306,0.6461535,-0.26391274,0.23152253,0.8815271,-0.23145956
29,0.638116333335347,1758062457.0094633,0.48333333333333334,0.008593064,1.1143498,-0.10792477,0.010355615978885097,1.0269359187697822,-0.10446691245650813,0.013880719936655291,0.8521081563093463,-0.09755119736952439,0.017405823894425486,0.6772803938489105,-0.09063548228254065,0.02093092785219568,0.5024526313884746,-0.0837197671955569,-0.20434040112476062,0.8471397666655079,-0.11191851886818435,0.2321018409980712,0.8570765459531847,-0.08318387587086443,-0.3031954997164696,0.5518035627979251,-0.06470415487258427,0.34749369937418334,0.5689902799475604,-0.13718408290235595,-0.12186059,0.64627945,-0.26463625,0.23072624,0.88122165,-0.23170993
30,0.6555869583389722,1758062457.026934,0.5,0.009704417,1.1132733,-0.108515285,0.011186670214801915,1.0259007527634094,-0.10403299598689805,0.014151176644405745,0.8511556582902284,-0.09506841796069417,0.017115683074009576,0.6764105638170474,-0.08610383993449028,0.020080189503613406,0.5016654693438665,-0.07713926190828639,-0.2039386499783425,0.8466163254726226,-0.11143253972847085,0.23224100326715397,0.8556949911078343,-0.07870429619291748,-0.3039459320887071,0.5511296438939974,-0.06771567187920483,0.34605851075463534,0.5682575369973103,-0.13912188439203002,-0.12161961,0.64667696,-0.26494953,0.22992426,0.88074374,-0.23190252
31,0.6731654166724184,1758062457.0445125,0.5166666666666667,0.010841899,1.1122047,-0.10907002,0.01203492675693283,1.0248852335046015,-0.10358026083131257,0.01442098227079849,0.8502463005138047,-0.09260074249393768,0.01680703778466415,0.6756073675230079,-0.0816212241565628,0.01919309329852981,0.5009684345322111,-0.07064170581918791,-0.20351223858454545,0.8461102014107879,-0.11102807089026005,0.23235420312614244,0.8543823996168215,-0.07417341409761531,-0.30450014765735617,0.550568096627137,-0.07002433299782812,0.34446084984497594,0.5676989714940345,-0.1410293173614669,-0.12157345,0.6471621,-0.26514623,0.22905773,0.8802009,-0.23206908
32,0.6907591666677035,1758062457.062106,0.5333333333333333,0.011992447,1.1111374,-0.109586574,0.012902736448905517,1.023883187200831,-0.10309629496774537,0.01472331534671655,0.8493747616024927,-0.09011573690323613,0.016543894244527586,0.6748663360041545,-0.07713517883872686,0.01836447314233862,0.5003579104058162,-0.0641546207742176,-0.20302796799145964,0.845575899960066,-0.11064643963838387,0.23247459868489276,0.8531736232449194,-0.06958503416808838,-0.3053323280592839,0.5502414927717094,-0.07144942646371741,0.34305540841619026,0.5677616595323421,-0.1439953525984045,-0.12172271,0.6477429,-0.26520777,0.22817016,0.87974375,-0.23235996
33,0.7084116250043735,1758062457.0797586,0.55,0.013173234,1.1101072,-0.11006018,0.013800450579680903,1.0229280602637343,-0.10260000612757322,0.015054883739042709,0.8485697807912029,-0.08767965838271968,0.016309316898404515,0.6742115013186716,-0.07275931063786614,0.01756375005776632,0.4998532218461402,-0.057838962893012595,-0.20249295296062356,0.8450678733014575,-0.1103123314733782,0.23260272043870897,0.8520716882809484,-0.06504698529206117,-0.30417716817391105,0.5493292298812422,-0.07257673601724901,0.3418843556457774,0.5682325978806477,-0.14700975102870006,-0.12160727,0.647611,-0.26551828,0.22731102,0.8791595,-0.23265347
34,0.7259759583394043,1758062457.097323,0.5666666666666667,0.014349468,1.1091584,-0.11050416,0.01470051850803714,1.0220602372289889,-0.10213536047705547,0.015402619524111415,0.8478639116869664,-0.0853977614311664,0.01610472054018569,0.6736675861449439,-0.06866016238527733,0.016806821556259968,0.4994712606029214,-0.051922563339388265,-0.20192501233601867,0.8446154164476833,-0.11009007215228218,0.23273025138424153,0.8511124069262495,-0.06070545071005061,-0.3022335438670401,0.5483122254370818,-0.07310875931694535,0.34084388934467125,0.569089982048505,-0.15014701349289838,-0.12145775,0.6471638,-0.2658907,0.2264336,0.87854016,-0.23297933
35,0.7433890416723443,1758062457.114736,0.5833333333333334,0.015485521,1.1082965,-0.110945866,0.015573617984583503,1.0212817191639179,-0.10174422728888423,0.015749811953750508,0.8472521574917535,-0.08334094986665266,0.015926005922917513,0.6732225958195892,-0.0649376724444211,0.01610219989208452,0.49919303414742494,-0.046534395022189534,-0.20134687897645207,0.8442119480742643,-0.11001202809483673,0.23284650288395306,0.8502923669092428,-0.056669871638468594,-0.29967806645238193,0.5472516098575613,-0.07299128936915823,0.3401254803715834,0.5698510922684079,-0.1519007094329159,-0.12128091,0.6464102,-0.26631606,0.2256415,0.8779384,-0.23344913
36,0.7608632083356497,1758062457.1322105,0.6,0.016586065,1.1074967,-0.11138996,0.01641581583912148,1.02056814081287,-0.1014076449943079,0.016075317517364438,0.8467110224386101,-0.08144301498292371,0.015734819195607395,0.6728539040643502,-0.06147838497153951,0.015394320873850353,0.4989967856900903,-0.041513754960155316,-0.20078383109448109,0.843856396002697,-0.11000038305592531,0.23293446612920995,0.8495656488745231,-0.052885646909922104,-0.29855095282987487,0.5468858119149819,-0.07159384592774903,0.33981522710769774,0.5705791496963044,-0.1527257000396212,-0.12130585,0.64555585,-0.26679963,0.22496401,0.8771632,-0.2339417
37,0.7792720416691736,1758062457.150619,0.6166666666666667,0.017709255,1.106696,-0.111860454,0.017267004311117173,1.0198629670984296,-0.1010864662775741,0.016382502933351514,0.8461969012952889,-0.07953849083272233,0.015498001555585856,0.6725308354921482,-0.05799051538787054,0.014613500177820198,0.4988647696890075,-0.036442539943018756,-0.20022074090080416,0.8435214580461242,-0.10999237833402167,0.23298574676750722,0.8488723445444536,-0.049084603331422984,-0.2979032139654479,0.5468181612047394,-0.06936864020681047,0.33977884492260485,0.5713571084436715,-0.1530342445927705,-0.12142488,0.64450544,-0.26735651,0.22434886,0.8763255,-0.23450153
38,0.7976314166662632,1758062457.1689785,0.6333333333333333,0.018796138,1.1059005,-0.11233478,0.018067342054391828,1.0191698798349011,-0.10077976454146345,0.016609750163175483,0.8457086395047035,-0.07766973362439036,0.015152158271959138,0.6722473991745059,-0.054559702707317276,0.013694566380742793,0.49878615884430827,-0.03144967179024419,-0.19973073078983458,0.8432255182293374,-0.10995274633621957,0.23295023111618554,0.8481917607800696,-0.045386720912561164,-0.297922349644674,0.5471561723685742,-0.06606256032333421,0.33945637739436096,0.5725888386119042,-0.1545859429672082,-0.12172431,0.6433267,-0.26792866,0.2243488,0.8763253,-0.23450162
39,0.8153718333342113,1758062457.1867187,0.65,0.01979534,1.1051497,-0.11281386,0.018773003498823965,1.0185295145306006,-0.10047901920957147,0.016728330496471887,0.8452891435918019,-0.0758093376287144,0.01468365749411981,0.6720487726530031,-0.051139656047857335,0.012638984491767733,0.4988084017142044,-0.02646997446700027,-0.1993537778659993,0.8430002249990862,-0.10979235982076171,0.23281043885894306,0.8475780621845175,-0.041826315436667094,-0.3000690048174508,0.5478613873241179,-0.06535690600304606,0.34170368398361173,0.5741791345476921,-0.15416636854887075,-0.12198774,0.6430506,-0.26789716,0.22416846,0.8763271,-0.23439899
40,0.8323203750042012,1758062457.2036674,0.6666666666666666,0.02071309,1.1044171,-0.11328572,0.019398292121827965,1.0179129311805875,-0.10018800709269686,0.016768696365483896,0.8449045935417624,-0.07399258127809057,0.014139100609139827,0.6718962559029373,-0.04779715546348427,0.011509504852795758,0.4988879182641123,-0.021601729648877976,-0.1990668576300631,0.8428059307700851,-0.10951963781259821,0.23260425036103088,0.8470032563134396,-0.03846552474358292,-0.3036390439116604,0.5489601831400679,-0.06542502979706988,0.3455599388175278,0.5759140570404473,-0.15238066194161592,-0.12232209,0.6431543,-0.26759967,0.22432204,0.8765242,-0.23389766
41,0.8499468333393452,1758062457.2212937,0.6833333333333333,0.021637987,1.1036245,-0.113793455,0.019993634173199614,1.0172465733492515,-0.09992262621081362,0.01670492851959884,0.8444907200477547,-0.07218096863244083,0.013416222865998067,0.6717348667462579,-0.04443931105406805,0.010127517212397293,0.49897901344476114,-0.01669765347569527,-0.1988744183020886,0.8426428968869635,-0.10924433698315922,0.2322842753412863,0.846338543208546,-0.03511760028172245,-0.30834499419029326,0.5504167577794401,-0.06628998170904024,0.35064914618925447,0.5780534035998968,-0.1501734181020805,-0.12278279,0.6436709,-0.26700953,0.2246538,0.8771737,-0.23309301
42,0.867030416666239,1758062457.238377,0.7,0.022508837,1.1028497,-0.114312775,0.02051391043752675,1.0165979497052229,-0.09972148173662604,0.016524057312580248,0.8440944491156689,-0.0705388952098781,0.012534204187633747,0.6715909485261149,-0.04135630868313017,0.008544351062687246,0.4990874479365609,-0.012173722156382235,-0.19880620200775395,0.8425621075793231,-0.10903686724028025,0.23185431663291445,0.8456267906520146,-0.032040923179475954,-0.3101855991086053,0.5512317922833844,-0.06492023442430284,0.3525746363281379,0.5791191684364234,-0.1487683480361683,-0.123124,0.6431826,-0.26682845,0.22449578,0.8773126,-0.23281561
